arm,category,quote,speaker,company,job_title,podcast,episode,url,verification_status
Pac,Wine/Spirits,"As a consumer who's environmentally minded, that's a big turn-off to me if I pick up a bottle and it's a very heavy, chunky bottle.",Alexander Katz,Protector Cellars,Winemaker,FoodPrint,Lowering Wine's Carbon Footprint Starts with the Bottle,https://foodprint.org/blog/wine-packaging/,verified_published
Pac,Wine/Spirits,"Basically, less material is going to be more environmentally friendly.",Alexander Katz,Protector Cellars,Winemaker,FoodPrint,Lowering Wine's Carbon Footprint Starts with the Bottle,https://foodprint.org/blog/wine-packaging/,verified_published
Pac,Wine/Spirits,"With one ton of raw material, we make just short of 16,000 bottles, and with glass, it would be just 2,000 bottles.",Santiago Navarro,Packamama,CEO and Founder,FoodPrint,Lowering Wine's Carbon Footprint Starts with the Bottle,https://foodprint.org/blog/wine-packaging/,verified_published
Pac,Wine/Spirits,Our bottle has been a shining part of our early success.,Markus Kypreos,Blackland Distillery,Founder/Owner,Voyage Dallas,Meet Markus Kypreos of Blackland Distillery,https://voyagedallas.com/interview/meet-markus-kypreos-blackland-distillery-fort-worth-texas-cultural-district-downtown/,verified_published
Pac,Wine/Spirits,what does the bottle look like? And I think that's so important for retail.,Taylor Cathala,Whole Foods Market,Senior Spirits Category Merchant,The Startup CPG Podcast,#171 Buyer Spotlight: Taylor Cathala Whole Foods Spirits,https://startupcpg.transistor.fm/episodes/171-buyer-spotlight-taylor-cathala-senior-spirits-category-merchant-whole-foods-market/transcript,full_transcript
Pac,Wine/Spirits,"there's not a lot of other opportunities. And it's like the sleek slim can, like that's it. But like, what else are they doing to it to draw attention?",Taylor Cathala,Whole Foods Market,Senior Spirits Category Merchant,The Startup CPG Podcast,#171 Buyer Spotlight: Taylor Cathala Whole Foods Spirits,https://startupcpg.transistor.fm/episodes/171-buyer-spotlight-taylor-cathala-senior-spirits-category-merchant-whole-foods-market/transcript,full_transcript
Agency,Wine/Spirits,Not much cheaper than shipping a 750ml bottle — ground shipping costs push north of $20 per package with adult signature fuel surcharge and rural surcharge.,Abby Bogle,Small Lot Bottles,Owner & CEO,Wine Talks with Paul K.,Wine Innovation: Mini Bottles Younger Drinkers and an Industry in Transition,https://www.winetalkspodcast.com/wine-innovation-mini-bottles-younger-drinkers-and-an-industry-in-transition-meet-abby-bogle/,verified_transcript
Agency,Wine/Spirits,"For the Revino Glass, we had to get a whole system figured out because it didn't exist before. Usually, once the programs are up and going, it's not that much of a pain, really.",Terry Culton,Willamette Valley Vineyards,Director of Winemaking and Vineyards,TriplePundit,This Oregon Winery Wants to Make Refillable Bottles the Norm,https://triplepundit.com/2026/refillable-wine-bottle-recyclable-cork-willamette-valley/,verified_published
Agency,Wine/Spirits,"It's more if you're one of the first wineries doing it, you have to figure it out.",Terry Culton,Willamette Valley Vineyards,Director of Winemaking and Vineyards,TriplePundit,This Oregon Winery Wants to Make Refillable Bottles the Norm,https://triplepundit.com/2026/refillable-wine-bottle-recyclable-cork-willamette-valley/,verified_published
Agency,Wine/Spirits,if I'm like having to open up some Google Docs...it ain't happening.,Taylor Cathala,Whole Foods Market,Senior Spirits Category Merchant,The Startup CPG Podcast,#171 Buyer Spotlight: Taylor Cathala Whole Foods Spirits,https://startupcpg.transistor.fm/episodes/171-buyer-spotlight-taylor-cathala-senior-spirits-category-merchant-whole-foods-market/transcript,full_transcript
Agency,Wine/Spirits,"do we need a another $40 whiskey? Like, do we?",Taylor Cathala,Whole Foods Market,Senior Spirits Category Merchant,The Startup CPG Podcast,#171 Buyer Spotlight: Taylor Cathala Whole Foods Spirits,https://startupcpg.transistor.fm/episodes/171-buyer-spotlight-taylor-cathala-senior-spirits-category-merchant-whole-foods-market/transcript,full_transcript
Both,Wine/Spirits,"We purposely don't enter awards shows, because it influences the work you do.",Steven Grasse,Quaker City Mercantile / Tamworth Distilling,Founder/CEO,VinePair / EOD Drinks,Steven Grasse: How the Creator of Hendrick's Gin Builds Iconic Brands,https://vinepair.com/articles/eod-drinks-steven-grasse-quaker-city-mercantile/,verified_published
Both,Wine/Spirits,"If we're shipping something to the East Coast, and there's no way to recycle it on the East Coast yet, then using a lighter-weight bottle would be the true sustainable approach.",Terry Culton,Willamette Valley Vineyards,Director of Winemaking and Vineyards,TriplePundit,This Oregon Winery Wants to Make Refillable Bottles the Norm,https://triplepundit.com/2026/refillable-wine-bottle-recyclable-cork-willamette-valley/,verified_published
Both,Wine/Spirits,There's a real resistance to changing packaging and even the weight of the packaging — and that's an easy one.,Alexander Katz,Protector Cellars,Winemaker,FoodPrint,Lowering Wine's Carbon Footprint Starts with the Bottle,https://foodprint.org/blog/wine-packaging/,verified_published
Both,Wine/Spirits,"It is a very traditional industry, so choosing a non-glass packaging option is a little bit of a risk.",Alexander Katz,Protector Cellars,Winemaker,FoodPrint,Lowering Wine's Carbon Footprint Starts with the Bottle,https://foodprint.org/blog/wine-packaging/,verified_published
Both,Wine/Spirits,"The process of building a custom bottle from scratch was painful, tedious and difficult, but the results are well worth it.",Markus Kypreos,Blackland Distillery,Founder/Owner,Voyage Dallas,Meet Markus Kypreos of Blackland Distillery,https://voyagedallas.com/interview/meet-markus-kypreos-blackland-distillery-fort-worth-texas-cultural-district-downtown/,verified_published
Pac,Consumer Electronics/Health Tech,I was absolutely shocked with what I saw [at material recovery facilities]...piles of trash...really hard to sort it out.,Ying Liu,Blue Lake Packaging,CEO/Founder,Packaging Dive Q&A,From Apple to plastic-free living,https://www.packagingdive.com/news/blue-lake-packaging-ying-liu-fiber-biomaterials/705784/,verified_publisher
Pac,Consumer Electronics/Health Tech,"Packaging is not only for wrapping or protecting a product, the packaging itself can be a product.",Ying Liu,Blue Lake Packaging,CEO/Founder,Packaging Dive Q&A,From Apple to plastic-free living,https://www.packagingdive.com/news/blue-lake-packaging-ying-liu-fiber-biomaterials/705784/,verified_publisher
Pac,Consumer Electronics/Health Tech,"There's definitely a market, increasing demand, for sustainable packaging...companies are looking for solutions.",Ying Liu,Blue Lake Packaging,CEO/Founder,Packaging Dive Q&A,From Apple to plastic-free living,https://www.packagingdive.com/news/blue-lake-packaging-ying-liu-fiber-biomaterials/705784/,verified_publisher
Pac,Consumer Electronics/Health Tech,"The biggest challenge is finding functional, cost-competitive alternatives to plastic.",Ying Liu,Blue Lake Packaging,CEO/Founder,Business Legacy Podcast,Replacing Plastics with Natural Fibers,https://businesslegacypodcast.com/replacing-plastics-with-natural-fibers-how-ying-launched-a-biomass-packaging-startup/,verified_publisher
Agency,Consumer Electronics/Health Tech,I've been to probably hundreds of factories throughout my career at Apple. So I have the firsthand information.,Ying Liu,Blue Lake Packaging,CEO/Founder,Packaging Dive Q&A,From Apple to plastic-free living,https://www.packagingdive.com/news/blue-lake-packaging-ying-liu-fiber-biomaterials/705784/,verified_publisher
Agency,Consumer Electronics/Health Tech,"You can't just wing it, or fake it until you make it as you hear in the industry.",Yohan Jacob,Retail Bound,Founder/President,SEACOMP Expert Insights,Expert Insights: Retail Success for Hardware Startups,https://www.seacomp.com/resources/expert-insights-retail-success-hardware-startups,verified_publisher
Agency,Consumer Electronics/Health Tech,"Every retailer has a...bible...that shows you the do's and don'ts [regarding barcode labels, case packs, and markings].",Yohan Jacob,Retail Bound,Founder/President,SEACOMP Expert Insights,Expert Insights: Retail Success for Hardware Startups,https://www.seacomp.com/resources/expert-insights-retail-success-hardware-startups,verified_publisher
Agency,Consumer Electronics/Health Tech,"If your warehouse is making the same mistakes...you will get penalized, and those penalties will eat into your profit margin.",Yohan Jacob,Retail Bound,Founder/President,SEACOMP Expert Insights,Expert Insights: Retail Success for Hardware Startups,https://www.seacomp.com/resources/expert-insights-retail-success-hardware-startups,verified_publisher
Agency,Consumer Electronics/Health Tech,"They forget about the last thing is the support, how do you support your customers?",Yohan Jacob,Retail Bound,Founder/President,SEACOMP Expert Insights,Expert Insights: Retail Success for Hardware Startups,https://www.seacomp.com/resources/expert-insights-retail-success-hardware-startups,verified_publisher
Agency,Consumer Electronics/Health Tech,"Have a clear concept of what's important about your product. Is it that your product remains cheap, or...needs to get to market really quickly, or...has to be a super high-end product and quality has to be fantastic?",Tim Uys,MAKO Design + Invent,Director of Design,Product Startup Podcast,Design for Manufacturing Consumer Products,https://productstartup.com/podcast/110-design-for-manufacturing-consumer-products/,verified_transcript
Agency,Consumer Electronics/Health Tech,"Perfection is the enemy of success. Quite often, you can get a product that is 99% there.",Tim Uys,MAKO Design + Invent,Director of Design,Product Startup Podcast,Design for Manufacturing Consumer Products,https://productstartup.com/podcast/110-design-for-manufacturing-consumer-products/,verified_transcript
Agency,Consumer Electronics/Health Tech,If you're not actually physically there to see what's going on inside...you're relying on essentially a brochure.,Forde Aley,Shining Way Sourcing,Co-Founder,Product Startup Podcast,Identifying a Sourcing Partner for Overseas Manufacturing,https://productstartup.com/podcast/155-identifying-a-sourcing-partner-for-overseas-manufacturing/,verified_transcript
Agency,Consumer Electronics/Health Tech,"Retailers are going to want things palletized correctly, UPCs in certain places, logistics handled properly.",Forde Aley,Shining Way Sourcing,Co-Founder,Product Startup Podcast,Identifying a Sourcing Partner for Overseas Manufacturing,https://productstartup.com/podcast/155-identifying-a-sourcing-partner-for-overseas-manufacturing/,verified_transcript
Agency,Consumer Electronics/Health Tech,"Have what I call a B factory and C factory...if something doesn't work with factory one, you've got factory two ready.",Forde Aley,Shining Way Sourcing,Co-Founder,Product Startup Podcast,Identifying a Sourcing Partner for Overseas Manufacturing,https://productstartup.com/podcast/155-identifying-a-sourcing-partner-for-overseas-manufacturing/,verified_transcript
Agency,Consumer Electronics/Health Tech,"They know it's coming from a good team, it's coming from somebody who knows what they're talking about.",Kevin Mako,MAKO Design + Invent,Founder,Product Startup Podcast,Design for Manufacturing Consumer Products,https://productstartup.com/podcast/110-design-for-manufacturing-consumer-products/,verified_transcript
Agency,Consumer Electronics/Health Tech,"Standard operating procedures...lays out how we bring in raw goods, source components, use machinery.",Forde Aley,Shining Way Sourcing,Co-Founder,Product Startup Podcast,Identifying a Sourcing Partner for Overseas Manufacturing,https://productstartup.com/podcast/155-identifying-a-sourcing-partner-for-overseas-manufacturing/,verified_transcript
Pac,Luxury/Jewelry,"Touching, feeling the products and really seeing the brand in real life [creates increased loyalty].",Noura Sakkijha,Mejuri,CEO/Co-founder,Retail Dive,3 DTC brands on why good old-fashioned retail still works,https://www.retaildive.com/news/dtc-brands-brick-and-mortar-stores-beyond-yoga-mejuri-coterie/809431/,verified_publisher
Pac,Luxury/Jewelry,"People want these different, unique, authentic gems and diamonds.",Jonathan LeVian,Le Vian,VP Sales/Marketing,The Jewelry District Podcast,Reactions From the 2026 JCK Show Floor,https://www.jckonline.com/editorial-article/jck-show-26-interviews-podcast/,verified_publisher
Pac,Luxury/Jewelry,74% of consumers [are] willing to pay extra for eco-friendly packaging.,Kevin Keating,PKG Brand Design,President,PKG Brand Design Article,Luxury Packaging Design: Balancing Elegance and Sustainability,https://www.pkgbranding.com/blog/luxury-packaging-design-elegance-sustainability,verified_publisher
Pac,Luxury/Jewelry,"Consumers want to know product origins, creation methods, and end-of-life.",Claudia D'Arpizio,Bain & Company,Senior Partner,PKG Brand Design Article,Luxury Packaging Design: Balancing Elegance and Sustainability,https://www.pkgbranding.com/blog/luxury-packaging-design-elegance-sustainability,verified_publisher
Pac,Luxury/Jewelry,Packaging evolves from static container into dynamic brand touchpoint — delivering both beauty and responsibility.,Claudia D'Arpizio,Bain & Company,Senior Partner,PKG Brand Design Article,Luxury Packaging Design: Balancing Elegance and Sustainability,https://www.pkgbranding.com/blog/luxury-packaging-design-elegance-sustainability,verified_publisher
Pac,Luxury/Jewelry,Everything a customer experiences in your store is an opportunity to tell a unique brand story.,Darrell King,Gunther Mele Packaging,Executive,The Plumb Club Podcast,Sweating The Small Stuff,https://plumbclub.com/resources/plumbclubpodcasts/,verified_publisher
Pac,Luxury/Jewelry,There is something about coming in and touching feeling the products and really seeing the brand in real life that creates more loyalty.,Noura Sakkijha,Mejuri,CEO & Co-founder,Retail Dive,3 DTC Brands on Why Good Old-Fashioned Retail Still Works,https://www.retaildive.com/news/dtc-brands-brick-and-mortar-stores-beyond-yoga-mejuri-coterie/809431/,verified_article
Pac,Luxury/Jewelry,A lot of focus on beaded jewelry...very little gold.,Victoria Gomelsky,JCK,Editor-in-Chief,JCK Online,The Jewelry District Podcast: 2026 Predictions,https://www.jckonline.com/editorial-article/jewelry-podcast-2026-predictions/,verified_article
Pac,Luxury/Jewelry,Retail is real. It's a real business for us and our profitable stores.,Jason Griffin Reidel,gorjana,Co-Founder,Glossy Podcast,Gorjana's Founders on Growing a Profitable Jewelry Business,https://www.glossy.co/fashion/gorjana-founders-profitable-jewelry-business-dtc-nordstrom-gold/,verified
Pac,Luxury/Jewelry,It's important to let people know the materials that we work with because there are so many different materials being used.,Leigh Batnick Plessner,Catbird,Chief Creative Officer,Glossy Podcast,Catbird's National Expansion: 10 More Stores by 2026,https://www.glossy.co/podcasts/leigh-batnick-plessner-on-brooklyn-born-catbirds-national-expansion-10-more-stores-by-2026/,verified
Pac,Luxury/Jewelry,Over 95% of our diamonds are recycled which means they are coming from jewelry that's had a past life.,Leigh Batnick Plessner,Catbird,Chief Creative Officer,Glossy Podcast,Catbird's National Expansion: 10 More Stores by 2026,https://www.glossy.co/podcasts/leigh-batnick-plessner-on-brooklyn-born-catbirds-national-expansion-10-more-stores-by-2026/,verified
Pac,Luxury/Jewelry,We wanted our stores to be very different from other jewelry stores. If you walk by our store it doesn't feel like a typical jewelry store.,Sophie Kahn,AUrate New York,Co-Founder/Co-CEO,JCK Online,Interview with Co-CEOs of AUrate,https://www.jckonline.com/editorial-article/interview-with-coceos-aurate/,verified
Pac,Luxury/Jewelry,We've been hammering that subject since day one. That wasn't really the case in like 2016 or 2017.,Bouchra Ezzahraoui,AUrate New York,Co-Founder/Co-CEO,JCK Online,Interview with Co-CEOs of AUrate,https://www.jckonline.com/editorial-article/interview-with-coceos-aurate/,verified
Pac,Luxury/Jewelry,Being direct-to-consumer is key so we can be more accessible without affecting our quality as well as control the brand experience and listen to our customers.,Noura Sakkijha,Mejuri,CEO and Co-Founder,Glossy Podcast,Mejuri Founder: Being Direct-to-Consumer Is Key,https://www.glossy.co/podcasts/mejuri-founder-noura-sakkijha-the-jewelry-industry-is-highly-fragmented/,verified
Pac,Luxury/Jewelry,Ethical practices are very important. It's part of strategy to be transparent about who we're partnering with and how committed they are.,Noura Sakkijha,Mejuri,CEO and Co-Founder,Glossy Podcast,Mejuri Founder: Being Direct-to-Consumer Is Key,https://www.glossy.co/podcasts/mejuri-founder-noura-sakkijha-the-jewelry-industry-is-highly-fragmented/,verified
Pac,Luxury/Jewelry,The scale was against your face at your eye level and customers became immersed in our jewelry rather than looking down on or into cases.,Leigh Batnick Plessner,Catbird,Chief Creative Officer,Lauren Lynch Substack,The Soul of Catbird: Leigh Batnick Plessner,https://laurenlynch.substack.com/p/the-soul-of-catbird-leigh-batnick,verified
Agency,Luxury/Jewelry,60% of the people buying in store are net new customers.,Noura Sakkijha,Mejuri,CEO/Co-founder,Retail Dive,3 DTC brands on why good old-fashioned retail still works,https://www.retaildive.com/news/dtc-brands-brick-and-mortar-stores-beyond-yoga-mejuri-coterie/809431/,verified_publisher
Agency,Luxury/Jewelry,"Overall, positivity. I'm not sure everyone had unbelievably high expectations.",Andrew Rickard,Jewelers Board of Trade,President,The Jewelry District Podcast,Reactions From the 2026 JCK Show Floor,https://www.jckonline.com/editorial-article/jck-show-26-interviews-podcast/,verified_publisher
Agency,Luxury/Jewelry,We assumed a lot of the people who were going to come to our stores were existing customers. But to our surprise — and I'm glad that I was wrong — we found that 60% of the people buying in store are net new customers.,Noura Sakkijha,Mejuri,CEO & Co-founder,Retail Dive,3 DTC Brands on Why Good Old-Fashioned Retail Still Works,https://www.retaildive.com/news/dtc-brands-brick-and-mortar-stores-beyond-yoga-mejuri-coterie/809431/,verified_article
Agency,Luxury/Jewelry,Our deep focus right now is within operations and supply chain.,Meg Strachan,Dorsey,Founder,Glossy,Dorsey Founder on Running a Very Lean Profitable Business,https://www.glossy.co/podcasts/dorsey-founder-meg-strachan-on-the-perks-of-running-a-very-lean-profitable-business/,verified_article
Agency,Luxury/Jewelry,We have a substantial waitlist for our pieces.,Meg Strachan,Dorsey,Founder,Glossy,Dorsey Founder on Running a Very Lean Profitable Business,https://www.glossy.co/podcasts/dorsey-founder-meg-strachan-on-the-perks-of-running-a-very-lean-profitable-business/,verified_article
Agency,Luxury/Jewelry,You have to be careful that they understand what the company culture is.,Gorjana Reidel,gorjana,Co-Founder,Glossy Podcast,Gorjana's Founders on Growing a Profitable Jewelry Business,https://www.glossy.co/fashion/gorjana-founders-profitable-jewelry-business-dtc-nordstrom-gold/,verified
Agency,Luxury/Jewelry,We started very very very small and it grew very fast and we went from ordering 10 pieces to 50 pieces and it started scaling.,Bouchra Ezzahraoui,AUrate New York,Co-Founder/Co-CEO,Female Startup Club,AUrate Co-Founders on Authenticity,https://www.femalestartupclub.com/blogs/podcasts/bouchra-ezzahraoui-sophie-kahn-aurate,verified
Agency,Luxury/Jewelry,The first suppliers that we worked with just took a chance and believed in the story.,Bouchra Ezzahraoui,AUrate New York,Co-Founder/Co-CEO,Female Startup Club,AUrate Co-Founders on Authenticity,https://www.femalestartupclub.com/blogs/podcasts/bouchra-ezzahraoui-sophie-kahn-aurate,verified
Agency,Luxury/Jewelry,We have 10 million data points. We make our decisions based on data.,Sophie Kahn,AUrate New York,Co-Founder/Co-CEO,Female Startup Club,AUrate Co-Founders on Authenticity,https://www.femalestartupclub.com/blogs/podcasts/bouchra-ezzahraoui-sophie-kahn-aurate,verified
Agency,Luxury/Jewelry,Our CAC on the online side has risen less than our AOV. We have become more and more efficient online.,Sophie Kahn,AUrate New York,Co-Founder/Co-CEO,JCK Online,Interview with Co-CEOs of AUrate,https://www.jckonline.com/editorial-article/interview-with-coceos-aurate/,verified
Agency,Luxury/Jewelry,That's very much driven by data. Our No. 1 market is California.,Bouchra Ezzahraoui,AUrate New York,Co-Founder/Co-CEO,JCK Online,Interview with Co-CEOs of AUrate,https://www.jckonline.com/editorial-article/interview-with-coceos-aurate/,verified
Agency,Luxury/Jewelry,In 2020 going into the pandemic we became profitable which was a huge milestone.,Bouchra Ezzahraoui,AUrate New York,Co-Founder/Co-CEO,JCK Online,Interview with Co-CEOs of AUrate,https://www.jckonline.com/editorial-article/interview-with-coceos-aurate/,verified
Agency,Luxury/Jewelry,Jewelry is highly fragmented for a $180 billion industry.,Noura Sakkijha,Mejuri,CEO and Co-Founder,Glossy Podcast,Mejuri Founder: Being Direct-to-Consumer Is Key,https://www.glossy.co/podcasts/mejuri-founder-noura-sakkijha-the-jewelry-industry-is-highly-fragmented/,verified
Both,Luxury/Jewelry,It's difficult to start a company and it financially feels impossible.,Meg Strachan,Dorsey,Founder,Glossy,Dorsey Founder on Running a Very Lean Profitable Business,https://www.glossy.co/podcasts/dorsey-founder-meg-strachan-on-the-perks-of-running-a-very-lean-profitable-business/,verified_article
Both,Luxury/Jewelry,Jewelry has actually outperformed the rest of the luxury industry.,Rob Bates,JCK,News Director,JCK Online,The Jewelry District Podcast: 2026 Predictions,https://www.jckonline.com/editorial-article/jewelry-podcast-2026-predictions/,verified_article
Both,Luxury/Jewelry,We were spoiled for so long. We didn't really have to travel for trade shows to find materials or to find partners.,Leigh Batnick Plessner,Catbird,Chief Creative Officer,Glossy Podcast,Catbird's National Expansion: 10 More Stores by 2026,https://www.glossy.co/podcasts/leigh-batnick-plessner-on-brooklyn-born-catbirds-national-expansion-10-more-stores-by-2026/,verified
Both,Beauty/Personal Care,the product wasn't coming out of the bottle and the pump wasn't working correctly,Carisa Janes,Hourglass Cosmetics,Founder and CEO,Entrepreneur,This Cosmetics Company CEO Turned a $1 Million Packaging Fail into Quadrupled Sales,https://www.entrepreneur.com/leadership/this-cosmetics-company-ceo-turned-a-1-million-packaging/313414,verified_publisher
Agency,Beauty/Personal Care,We pulled the product from the website then took it off the shelves at Sephora which was our number one retailer at the time,Carisa Janes,Hourglass Cosmetics,Founder and CEO,Entrepreneur,This Cosmetics Company CEO Turned a $1 Million Packaging Fail into Quadrupled Sales,https://www.entrepreneur.com/leadership/this-cosmetics-company-ceo-turned-a-1-million-packaging/313414,verified_publisher
Agency,Beauty/Personal Care,That meant pulling about 10000 units from the store at $55 a bottle plus backup stock,Carisa Janes,Hourglass Cosmetics,Founder and CEO,Entrepreneur,This Cosmetics Company CEO Turned a $1 Million Packaging Fail into Quadrupled Sales,https://www.entrepreneur.com/leadership/this-cosmetics-company-ceo-turned-a-1-million-packaging/313414,verified_publisher
Agency,Beauty/Personal Care,I missed all of the fall season. We probably lost about $1 million,Carisa Janes,Hourglass Cosmetics,Founder and CEO,Entrepreneur,This Cosmetics Company CEO Turned a $1 Million Packaging Fail into Quadrupled Sales,https://www.entrepreneur.com/leadership/this-cosmetics-company-ceo-turned-a-1-million-packaging/313414,verified_publisher
Both,Beauty/Personal Care,It wasnt the foundation itself but an operational issue with the packaging,Carisa Janes,Hourglass Cosmetics,Founder and CEO,Entrepreneur,This Cosmetics Company CEO Turned a $1 Million Packaging Fail into Quadrupled Sales,https://www.entrepreneur.com/leadership/this-cosmetics-company-ceo-turned-a-1-million-packaging/313414,verified_publisher
Agency,Beauty/Personal Care,This level of problem was a 911 — I had to be involved in every single aspect of fixing it,Carisa Janes,Hourglass Cosmetics,Founder and CEO,Entrepreneur,This Cosmetics Company CEO Turned a $1 Million Packaging Fail into Quadrupled Sales,https://www.entrepreneur.com/leadership/this-cosmetics-company-ceo-turned-a-1-million-packaging/313414,verified_publisher
Pac,Beauty/Personal Care,It was a forensic. We had to dissect every aspect of the product,Carisa Janes,Hourglass Cosmetics,Founder and CEO,Entrepreneur,This Cosmetics Company CEO Turned a $1 Million Packaging Fail into Quadrupled Sales,https://www.entrepreneur.com/leadership/this-cosmetics-company-ceo-turned-a-1-million-packaging/313414,verified_publisher
Agency,Beauty/Personal Care,we had labels that bubbled we had sprayers that wouldnt spray we had products that shot out,Carolyn Aronson,Its a 10 Haircare,Founder and CEO,The Kara Goldin Show,Carolyn Aronson Founder and CEO of Its a 10 Haircare,https://karagoldin.com/podcasts/carolyn-aronson/,verified_publisher
Agency,Beauty/Personal Care,manufacturing has a tremendous amount of cohesiveness to it I always call it the meeting of the minds,Carolyn Aronson,Its a 10 Haircare,Founder and CEO,The Kara Goldin Show,Carolyn Aronson Founder and CEO of Its a 10 Haircare,https://karagoldin.com/podcasts/carolyn-aronson/,verified_publisher
Agency,Beauty/Personal Care,if theyre not talking to each other and theres not cohesiveness behind it you can really run into some major issues,Carolyn Aronson,Its a 10 Haircare,Founder and CEO,The Kara Goldin Show,Carolyn Aronson Founder and CEO of Its a 10 Haircare,https://karagoldin.com/podcasts/carolyn-aronson/,verified_publisher
Agency,Beauty/Personal Care,when suddenly one country to get really mad at the other and they decide theyre not going to supply you,Carolyn Aronson,Its a 10 Haircare,Founder and CEO,The Kara Goldin Show,Carolyn Aronson Founder and CEO of Its a 10 Haircare,https://karagoldin.com/podcasts/carolyn-aronson/,verified_publisher
Both,Wellness/Supplements,With beauty people are coming in for aspiration. With wellness people are coming in for transformation.,Shizu Okusa,Apothekary,Founder and CEO,BeautyMatter,How Wellness Brands Win in Beauty Retail,https://beautymatter.com/articles/the-wellness-shelf-competing-in-the-beauty-retail-landscape,verified_publisher
Agency,Wellness/Supplements,Go to market learn some stuff fail a little and then relaunch.,Shizu Okusa,Apothekary,Founder and CEO,BeautyMatter,How Wellness Brands Win in Beauty Retail,https://beautymatter.com/articles/the-wellness-shelf-competing-in-the-beauty-retail-landscape,verified_publisher
Agency,Wellness/Supplements,Brands that win are the ones thinking about this from day one.,Charlotte Cruze,alice mushrooms,Co-Founder and COO,BeautyMatter,How Wellness Brands Win in Beauty Retail,https://beautymatter.com/articles/the-wellness-shelf-competing-in-the-beauty-retail-landscape,verified_publisher
Pac,Wellness/Supplements,Everyone wants to try a bite of chocolate.,Charlotte Cruze,alice mushrooms,Co-Founder and COO,BeautyMatter,How Wellness Brands Win in Beauty Retail,https://beautymatter.com/articles/the-wellness-shelf-competing-in-the-beauty-retail-landscape,verified_publisher
Agency,Wellness/Supplements,We printed 16000 boxes with a QR code that drove to my phone number that we couldnt change.,Charlotte Cruze,alice mushrooms,Co-Founder and COO,Cherry Bombe / The Future of Food Is You,Charlotte Cruze Co-Founder of alice mushrooms,https://cherrybombe.com/pages/charlotte-cruze-transcript,verified_transcript
Agency,Wellness/Supplements,65% of it is going to marketing for the next six months. 20% of it is going to operations and 15% of it is going to pay us and our lawyers and our PR team,Charlotte Cruze,alice mushrooms,Co-Founder and COO,Cherry Bombe / The Future of Food Is You,Charlotte Cruze Co-Founder of alice mushrooms,https://cherrybombe.com/pages/charlotte-cruze-transcript,verified_transcript
Agency,Wellness/Supplements,If you dont trust your fulfillment partner you dont really have anything youre just as good as the product that gets delivered to your customers door.,Charlotte Cruze,alice mushrooms,Co-Founder,Atomix Logistics / Brand Testimonial,Alice Mushrooms Fulfillment Partnership,https://www.atomixlogistics.com/blog/brand-testimonial-alice-mushrooms,verified_publisher
Pac,Wellness/Supplements,Even as we scaled and our operations expanded Atomix ensured that we retained that personalized touch a crucial aspect that resonates with our brand identity. One remarkable way they did this was by incorporating handwritten notes into our packages,Charlotte Cruze,alice mushrooms,Co-Founder,Atomix Logistics / Brand Testimonial,Alice Mushrooms Fulfillment Partnership,https://www.atomixlogistics.com/blog/brand-testimonial-alice-mushrooms,verified_publisher
Pac,Wellness/Supplements,custom sliding tin that feels premium is eye-catching and is also eco-friendly,Charlotte Cruze,alice mushrooms,Co-Founder and COO,BeautyMatter FUTURE50,alice mushrooms FUTURE50 2026,https://beautymatter.com/articles/future50-2026-alice-mushrooms,verified_publisher
Pac,Beauty/Personal Care,In 2026 packaging that demonstrates value and novelty instantly on camera will consistently outperform those designed solely for retail shelves or DTC aesthetics.,Allison Kent-Gunn Garibay,3E Beauty Consulting,Founder,BeautyMatter,The Beauty Packaging Trends Set to Define 2026,https://beautymatter.com/articles/the-beauty-packaging-trends-set-to-define-2026,verified_publisher
Pac,Beauty/Personal Care,In response to 2025s tariff exposure and economic unease brands are simplifying packaging systems by reducing component count supplier complexity and country of origin risk.,Allison Kent-Gunn Garibay,3E Beauty Consulting,Founder,BeautyMatter,The Beauty Packaging Trends Set to Define 2026,https://beautymatter.com/articles/the-beauty-packaging-trends-set-to-define-2026,verified_publisher
Pac,Beauty/Personal Care,Its really three forces coming together — supply chain infrastructure retailer standards and technology investment — that are driving broader adoption.,Brandon Frank,Pacific Packaging Components,CEO,BeautyMatter,The Beauty Packaging Trends Set to Define 2026,https://beautymatter.com/articles/the-beauty-packaging-trends-set-to-define-2026,verified_publisher
Pac,Beauty/Personal Care,The barrier to entry for QR NFC and RFID is essentially gone. These technologies are now easy to implement cost-effective and benefits far outweigh incremental costs.,Brandon Frank,Pacific Packaging Components,CEO,BeautyMatter,The Beauty Packaging Trends Set to Define 2026,https://beautymatter.com/articles/the-beauty-packaging-trends-set-to-define-2026,verified_publisher
Pac,Beauty/Personal Care,2025 proved sticks arent just convenient theyre category-expanding with stick formats driving growth across sunscreen blush haircare and multiuse balms.,Lisa-Marie Assenza,Impacked,Founder and CEO,BeautyMatter,The Beauty Packaging Trends Set to Define 2026,https://beautymatter.com/articles/the-beauty-packaging-trends-set-to-define-2026,verified_publisher
Pac,Beauty/Personal Care,On-the-go packaging often has challenges with recyclability due to its smaller size so reuse is actually a great outcome. The key is designing something worth wearing.,Lisa-Marie Assenza,Impacked,Founder and CEO,BeautyMatter,The Beauty Packaging Trends Set to Define 2026,https://beautymatter.com/articles/the-beauty-packaging-trends-set-to-define-2026,verified_publisher
